UserID,SessionID,ActivityType,Timestamp,ProductID,Category,Price,Location,Device
User016,Session00033,Checkout,2025-02-02 10:13:44,Prod105,Toys,29.99,Sendai,Desktop
User001,Session00037,Add to Cart,2025-02-02 10:40:26,Prod103,Books,15.99,Sendai,Desktop
User008,Session00016,Page View,2025-02-02 10:39:24,Prod105,Toys,29.99,Osaka,Tablet
User005,Session00038,Search,2025-02-02 10:37:56,,,,Kyoto,Desktop
User007,Session00012,Logout,2025-02-02 10:23:56,,,,Nagoya,Tablet
User001,Session00038,Checkout,2025-02-02 10:46:48,Prod104,Home & Kitchen,89.99,Tokyo,Tablet
User015,Session00044,Add to Cart,2025-02-02 10:25:10,Prod102,Clothing,49.99,Nagoya,Tablet
User007,Session00009,Search,2025-02-02 10:38:01,,,,Nagoya,Desktop
User001,Session00015,Logout,2025-02-02 10:41:33,,,,Sendai,Mobile
User010,Session00028,Add to Cart,2025-02-02 10:05:19,Prod106,Sports,59.99,Sendai,Tablet
User014,Session00018,Search,2025-02-02 10:57:31,,,,Sendai,Mobile
User011,Session00050,Logout,2025-02-02 10:50:01,,,,Sendai,Desktop
User014,Session00007,Logout,2025-02-02 10:07:37,,,,Fukuoka,Tablet
User003,Session00007,Search,2025-02-02 10:24:19,,,,Tokyo,Tablet
User011,Session00038,Logout,2025-02-02 10:07:30,,,,Nagoya,Desktop
User011,Session00014,Checkout,2025-02-02 10:03:08,Prod103,Books,15.99,Sendai,Desktop
User017,Session00049,Page View,2025-02-02 10:11:37,Prod105,Toys,29.99,Fukuoka,Desktop
User006,Session00048,Checkout,2025-02-02 10:24:29,Prod103,Books,15.99,Sapporo,Tablet
User003,Session00046,Logout,2025-02-02 10:51:33,,,,Kyoto,Desktop
User013,Session00007,Add to Cart,2025-02-02 10:18:16,Prod102,Clothing,49.99,Fukuoka,Mobile
User016,Session00033,Checkout,2025-02-02 10:15:31,Prod106,Sports,59.99,Hiroshima,Desktop
User010,Session00015,Search,2025-02-02 10:32:25,,,,Osaka,Mobile
User015,Session00034,Checkout,2025-02-02 10:21:42,Prod103,Books,15.99,Nagoya,Desktop
User012,Session00025,Checkout,2025-02-02 10:19:01,Prod104,Home & Kitchen,89.99,Osaka,Desktop
User002,Session00047,Checkout,2025-02-02 10:25:00,Prod102,Clothing,49.99,Sapporo,Desktop
User013,Session00008,Add to Cart,2025-02-02 10:41:37,Prod101,Electronics,199.99,Fukuoka,Tablet
User001,Session00043,Checkout,2025-02-02 10:23:01,Prod102,Clothing,49.99,Osaka,Desktop
User006,Session00030,Purchase,2025-02-02 10:48:33,Prod106,Sports,59.99,Sendai,Mobile
User009,Session00022,Logout,2025-02-02 10:04:44,,,,Osaka,Mobile
User008,Session00015,Logout,2025-02-02 10:06:57,,,,Hiroshima,Mobile
User002,Session00033,Page View,2025-02-02 10:15:58,Prod102,Clothing,49.99,Osaka,Desktop
User009,Session00032,Checkout,2025-02-02 10:28:38,Prod105,Toys,29.99,Hiroshima,Tablet
User019,Session00047,Add to Cart,2025-02-02 10:27:05,Prod105,Toys,29.99,Kyoto,Desktop
User020,Session00032,Page View,2025-02-02 10:40:54,Prod102,Clothing,49.99,Tokyo,Desktop
User004,Session00031,Purchase,2025-02-02 10:13:34,Prod105,Toys,29.99,Sendai,Tablet
User018,Session00040,Purchase,2025-02-02 10:03:02,Prod101,Electronics,199.99,Osaka,Desktop
User019,Session00021,Page View,2025-02-02 10:51:11,Prod106,Sports,59.99,Nagoya,Desktop
User002,Session00040,Purchase,2025-02-02 10:19:22,Prod103,Books,15.99,Fukuoka,Desktop
User009,Session00001,Add to Cart,2025-02-02 10:13:31,Prod104,Home & Kitchen,89.99,Kyoto,Mobile
User001,Session00021,Search,2025-02-02 10:09:18,,,,Osaka,Mobile
User018,Session00050,Checkout,2025-02-02 10:07:26,Prod101,Electronics,199.99,Fukuoka,Mobile
