UserID,SessionID,ActivityType,Timestamp,ProductID,Category,Price,Location,Device
User013,Session00017,Checkout,2025-02-01 10:12:50,Prod106,Sports,59.99,Osaka,Desktop
User011,Session00019,Logout,2025-02-01 10:11:50,,,,Hiroshima,Mobile
User012,Session00001,Logout,2025-02-01 10:33:05,,,,Sapporo,Tablet
User019,Session00044,Purchase,2025-02-01 10:28:00,Prod105,Toys,29.99,Fukuoka,Tablet
User008,Session00019,Checkout,2025-02-01 10:42:20,Prod102,Clothing,49.99,Hiroshima,Mobile
User017,Session00015,Checkout,2025-02-01 10:42:49,Prod104,Home & Kitchen,89.99,Kyoto,Tablet
User004,Session00028,Checkout,2025-02-01 10:30:17,Prod104,Home & Kitchen,89.99,Sendai,Desktop
User015,Session00044,Add to Cart,2025-02-01 10:16:08,Prod102,Clothing,49.99,Hiroshima,Desktop
User019,Session00008,Search,2025-02-01 10:04:19,,,,Tokyo,Desktop
User010,Session00049,Add to Cart,2025-02-01 10:38:02,Prod101,Electronics,199.99,Sendai,Desktop
User010,Session00045,Purchase,2025-02-01 10:52:36,Prod106,Sports,59.99,Sapporo,Tablet
User012,Session00027,Checkout,2025-02-01 10:44:09,Prod103,Books,15.99,Kyoto,Tablet
User001,Session00041,Checkout,2025-02-01 10:15:20,Prod105,Toys,29.99,Sendai,Mobile
User020,Session00019,Purchase,2025-02-01 10:00:08,Prod102,Clothing,49.99,Kyoto,Tablet
User007,Session00002,Page View,2025-02-01 10:59:20,Prod105,Toys,29.99,Hiroshima,Tablet
User002,Session00039,Checkout,2025-02-01 10:43:24,Prod101,Electronics,199.99,Kyoto,Desktop
User017,Session00020,Add to Cart,2025-02-01 10:31:12,Prod104,Home & Kitchen,89.99,Sapporo,Mobile
User012,Session00009,Purchase,2025-02-01 10:39:15,Prod103,Books,15.99,Nagoya,Mobile
User003,Session00044,Search,2025-02-01 10:31:56,,,,Sapporo,Tablet
User005,Session00028,Purchase,2025-02-01 10:14:11,Prod104,Home & Kitchen,89.99,Nagoya,Desktop
User004,Session00026,Search,2025-02-01 10:59:43,,,,Nagoya,Tablet
User004,Session00030,Add to Cart,2025-02-01 10:39:48,Prod102,Clothing,49.99,Osaka,Tablet
User016,Session00049,Checkout,2025-02-01 10:36:42,Prod106,Sports,59.99,Hiroshima,Mobile
User018,Session00039,Purchase,2025-02-01 10:14:15,Prod104,Home & Kitchen,89.99,Tokyo,Mobile
User017,Session00027,Add to Cart,2025-02-01 10:24:30,Prod103,Books,15.99,Nagoya,Desktop
User002,Session00006,Checkout,2025-02-01 10:23:33,Prod105,Toys,29.99,Kyoto,Tablet
User002,Session00011,Page View,2025-02-01 10:32:12,Prod103,Books,15.99,Tokyo,Tablet
User008,Session00017,Add to Cart,2025-02-01 10:52:51,Prod101,Electronics,199.99,Tokyo,Desktop
User014,Session00030,Page View,2025-02-01 10:33:51,Prod102,Clothing,49.99,Fukuoka,Desktop
User013,Session00034,Checkout,2025-02-01 10:24:20,Prod103,Books,15.99,Sendai,Tablet
User004,Session00039,Add to Cart,2025-02-01 10:17:28,Prod105,Toys,29.99,Nagoya,Tablet
User006,Session00017,Purchase,2025-02-01 10:29:25,Prod105,Toys,29.99,Fukuoka,Mobile
User018,Session00028,Logout,2025-02-01 10:54:16,,,,Sendai,Desktop
User018,Session00023,Logout,2025-02-01 10:19:11,,,,Osaka,Tablet
User019,Session00032,Purchase,2025-02-01 10:50:23,Prod102,Clothing,49.99,Sapporo,Mobile
User004,Session00044,Logout,2025-02-01 10:25:35,,,,Hiroshima,Desktop
User005,Session00002,Add to Cart,2025-02-01 10:01:04,Prod105,Toys,29.99,Fukuoka,Tablet
User020,Session00012,Search,2025-02-01 10:36:06,,,,Hiroshima,Mobile
User001,Session00020,Purchase,2025-02-01 10:29:29,Prod104,Home & Kitchen,89.99,Hiroshima,Desktop
User010,Session00014,Add to Cart,2025-02-01 10:35:16,Prod103,Books,15.99,Kyoto,Mobile
User011,Session00045,Checkout,2025-02-01 10:58:19,Prod106,Sports,59.99,Kyoto,Mobile
User003,Session00011,Checkout,2025-02-01 10:03:27,Prod103,Books,15.99,Sapporo,Tablet
User010,Session00014,Checkout,2025-02-01 10:29:43,Prod101,Electronics,199.99,Kyoto,Mobile
User014,Session00013,Checkout,2025-02-01 10:40:27,Prod105,Toys,29.99,Tokyo,Tablet
User001,Session00035,Checkout,2025-02-01 10:36:23,Prod105,Toys,29.99,Kyoto,Tablet
User015,Session00015,Purchase,2025-02-01 10:19:42,Prod103,Books,15.99,Tokyo,Mobile
User004,Session00043,Search,2025-02-01 10:28:39,,,,Sendai,Tablet
User005,Session00011,Checkout,2025-02-01 10:51:43,Prod106,Sports,59.99,Sapporo,Desktop
User008,Session00022,Purchase,2025-02-01 10:41:53,Prod104,Home & Kitchen,89.99,Hiroshima,Mobile
User008,Session00001,Search,2025-02-01 10:02:05,,,,Nagoya,Desktop
User019,Session00047,Search,2025-02-01 10:22:57,,,,Kyoto,Desktop
User009,Session00035,Page View,2025-02-01 10:52:23,Prod106,Sports,59.99,Sapporo,Desktop
User002,Session00011,Checkout,2025-02-01 10:52:57,Prod106,Sports,59.99,Tokyo,Mobile
User010,Session00033,Checkout,2025-02-01 10:50:00,Prod106,Sports,59.99,Nagoya,Desktop
User010,Session00034,Add to Cart,2025-02-01 10:41:59,Prod105,Toys,29.99,Osaka,Mobile
User013,Session00043,Page View,2025-02-01 10:53:25,Prod102,Clothing,49.99,Sendai,Desktop
User013,Session00044,Page View,2025-02-01 10:54:27,Prod103,Books,15.99,Kyoto,Tablet
User019,Session00016,Logout,2025-02-01 10:50:33,,,,Fukuoka,Desktop
User009,Session00036,Add to Cart,2025-02-01 10:39:48,Prod106,Sports,59.99,Fukuoka,Desktop
User011,Session00011,Page View,2025-02-01 10:25:01,Prod103,Books,15.99,Sendai,Desktop
User018,Session00003,Checkout,2025-02-01 10:24:52,Prod106,Sports,59.99,Kyoto,Mobile
User014,Session00016,Purchase,2025-02-01 10:10:42,Prod104,Home & Kitchen,89.99,Fukuoka,Tablet
User013,Session00048,Add to Cart,2025-02-01 10:49:08,Prod106,Sports,59.99,Sapporo,Mobile
User003,Session00034,Purchase,2025-02-01 10:58:59,Prod105,Toys,29.99,Kyoto,Mobile
User012,Session00009,Search,2025-02-01 10:33:07,,,,Hiroshima,Tablet
User013,Session00035,Search,2025-02-01 10:25:08,,,,Fukuoka,Tablet
User009,Session00048,Checkout,2025-02-01 10:34:43,Prod106,Sports,59.99,Osaka,Tablet
User003,Session00014,Purchase,2025-02-01 10:54:11,Prod105,Toys,29.99,Hiroshima,Mobile
User006,Session00030,Page View,2025-02-01 10:21:31,Prod104,Home & Kitchen,89.99,Tokyo,Mobile
User017,Session00044,Purchase,2025-02-01 10:05:30,Prod102,Clothing,49.99,Osaka,Mobile
User010,Session00041,Page View,2025-02-01 10:28:37,Prod101,Electronics,199.99,Hiroshima,Mobile
User008,Session00001,Page View,2025-02-01 10:40:40,Prod104,Home & Kitchen,89.99,Fukuoka,Mobile
User004,Session00046,Purchase,2025-02-01 10:27:13,Prod106,Sports,59.99,Sendai,Tablet
User003,Session00015,Page View,2025-02-01 10:37:02,Prod102,Clothing,49.99,Fukuoka,Desktop
User018,Session00009,Checkout,2025-02-01 10:39:29,Prod101,Electronics,199.99,Kyoto,Mobile
User016,Session00021,Add to Cart,2025-02-01 10:57:21,Prod106,Sports,59.99,Nagoya,Mobile
User002,Session00019,Search,2025-02-01 10:44:56,,,,Hiroshima,Tablet
User002,Session00042,Page View,2025-02-01 10:06:24,Prod106,Sports,59.99,Tokyo,Mobile
User002,Session00007,Purchase,2025-02-01 10:52:47,Prod103,Books,15.99,Nagoya,Mobile
User018,Session00037,Add to Cart,2025-02-01 10:14:33,Prod104,Home & Kitchen,89.99,Kyoto,Desktop
User005,Session00023,Page View,2025-02-01 10:12:43,Prod102,Clothing,49.99,Sapporo,Tablet
User012,Session00029,Add to Cart,2025-02-01 10:14:26,Prod103,Books,15.99,Sapporo,Desktop
User012,Session00025,Search,2025-02-01 10:53:07,,,,Kyoto,Mobile
User009,Session00022,Add to Cart,2025-02-01 10:32:07,Prod103,Books,15.99,Fukuoka,Desktop
User008,Session00043,Purchase,2025-02-01 10:07:35,Prod105,Toys,29.99,Sapporo,Mobile
User010,Session00038,Search,2025-02-01 10:40:02,,,,Osaka,Mobile
User020,Session00038,Page View,2025-02-01 10:55:52,Prod101,Electronics,199.99,Nagoya,Mobile
User008,Session00031,Purchase,2025-02-01 10:15:11,Prod101,Electronics,199.99,Tokyo,Desktop
User006,Session00012,Checkout,2025-02-01 10:44:55,Prod104,Home & Kitchen,89.99,Sendai,Desktop
User012,Session00011,Add to Cart,2025-02-01 10:24:46,Prod106,Sports,59.99,Sapporo,Mobile
User006,Session00031,Add to Cart,2025-02-01 10:32:58,Prod105,Toys,29.99,Sendai,Desktop
User014,Session00047,Page View,2025-02-01 10:20:37,Prod103,Books,15.99,Osaka,Tablet
User005,Session00033,Checkout,2025-02-01 10:47:20,Prod103,Books,15.99,Osaka,Mobile
User010,Session00020,Purchase,2025-02-01 10:04:16,Prod106,Sports,59.99,Hiroshima,Desktop
User002,Session00050,Purchase,2025-02-01 10:56:27,Prod102,Clothing,49.99,Kyoto,Desktop
User018,Session00034,Checkout,2025-02-01 10:03:41,Prod106,Sports,59.99,Sendai,Mobile
