UserID,SessionID,ActivityType,Timestamp,ProductID,Category,Price,Location,Device
User006,Session00068,Logout,2025-02-05 16:42:34,,,,Nagoya,Desktop
User015,Session00035,Purchase,2025-02-05 23:28:04,Prod106,Sports,59.99,Kyoto,Mobile
User005,Session00096,Page View,2025-02-05 03:58:04,Prod101,Electronics,199.99,Tokyo,Mobile
User015,Session00013,Add to Cart,2025-02-05 02:21:40,Prod106,Sports,59.99,Nagoya,Mobile
User009,Session00092,Checkout,2025-02-05 15:43:08,Prod102,Clothing,49.99,Sendai,Desktop
User020,Session00098,Checkout,2025-02-05 18:38:50,Prod103,Books,15.99,Kyoto,Tablet
User009,Session00089,Page View,2025-02-05 11:17:09,Prod102,Clothing,49.99,Kyoto,Mobile
User005,Session00046,Page View,2025-02-05 07:22:12,Prod104,Home & Kitchen,89.99,Nagoya,Mobile
User014,Session00064,Page View,2025-02-05 13:46:05,Prod101,Electronics,199.99,Fukuoka,Tablet
User007,Session00032,Add to Cart,2025-02-05 05:22:37,Prod104,Home & Kitchen,89.99,Kyoto,Mobile
User014,Session00059,Search,2025-02-05 18:12:19,,,,Hiroshima,Tablet
User006,Session00080,Search,2025-02-05 15:09:35,,,,Fukuoka,Mobile
User004,Session00039,Page View,2025-02-05 01:17:29,Prod106,Sports,59.99,Hiroshima,Mobile
User012,Session00074,Logout,2025-02-05 10:53:12,,,,Sendai,Desktop
User019,Session00082,Search,2025-02-05 09:39:13,,,,Tokyo,Mobile
User018,Session00098,Logout,2025-02-05 08:52:53,,,,Fukuoka,Desktop
User013,Session00005,Logout,2025-02-05 23:03:25,,,,Osaka,Desktop
User008,Session00008,Search,2025-02-05 00:35:45,,,,Nagoya,Tablet
User016,Session00076,Logout,2025-02-05 03:57:06,,,,Sapporo,Tablet
User010,Session00092,Checkout,2025-02-05 13:18:11,Prod101,Electronics,199.99,Sendai,Tablet
User007,Session00021,Page View,2025-02-05 14:27:47,Prod101,Electronics,199.99,Sapporo,Mobile
User015,Session00022,Logout,2025-02-05 23:25:28,,,,Sendai,Desktop
User007,Session00049,Logout,2025-02-05 22:46:46,,,,Hiroshima,Mobile
User011,Session00036,Purchase,2025-02-05 13:59:12,Prod103,Books,15.99,Kyoto,Desktop
User019,Session00067,Logout,2025-02-05 22:20:03,,,,Sapporo,Tablet
User004,Session00075,Page View,2025-02-05 06:58:29,Prod105,Toys,29.99,Tokyo,Mobile
User005,Session00048,Page View,2025-02-05 20:27:47,Prod102,Clothing,49.99,Fukuoka,Tablet
User020,Session00052,Purchase,2025-02-05 01:54:58,Prod103,Books,15.99,Kyoto,Mobile
User008,Session00040,Search,2025-02-05 12:20:34,,,,Fukuoka,Mobile
User017,Session00003,Page View,2025-02-05 00:14:57,Prod102,Clothing,49.99,Nagoya,Desktop
User016,Session00045,Checkout,2025-02-05 20:18:21,Prod104,Home & Kitchen,89.99,Tokyo,Mobile
User006,Session00059,Add to Cart,2025-02-05 23:34:20,Prod106,Sports,59.99,Sapporo,Desktop
User011,Session00077,Search,2025-02-05 00:36:20,,,,Osaka,Desktop
User001,Session00038,Checkout,2025-02-05 11:40:48,Prod106,Sports,59.99,Sendai,Tablet
User013,Session00058,Checkout,2025-02-05 01:54:26,Prod104,Home & Kitchen,89.99,Kyoto,Mobile
User011,Session00032,Logout,2025-02-05 01:35:20,,,,Hiroshima,Desktop
User001,Session00062,Add to Cart,2025-02-05 21:09:58,Prod104,Home & Kitchen,89.99,Osaka,Mobile
User012,Session00045,Search,2025-02-05 22:15:40,,,,Kyoto,Tablet
User020,Session00094,Checkout,2025-02-05 19:16:55,Prod104,Home & Kitchen,89.99,Sapporo,Desktop
User019,Session00075,Page View,2025-02-05 00:11:15,Prod104,Home & Kitchen,89.99,Hiroshima,Mobile
User007,Session00052,Checkout,2025-02-05 01:42:50,Prod104,Home & Kitchen,89.99,Hiroshima,Tablet
User020,Session00077,Purchase,2025-02-05 07:48:41,Prod104,Home & Kitchen,89.99,Tokyo,Mobile
User007,Session00087,Search,2025-02-05 10:03:28,,,,Sendai,Desktop
User011,Session00077,Add to Cart,2025-02-05 20:58:36,Prod106,Sports,59.99,Kyoto,Tablet
User010,Session00044,Page View,2025-02-05 22:30:15,Prod105,Toys,29.99,Nagoya,Mobile
User008,Session00065,Search,2025-02-05 05:05:25,,,,Osaka,Tablet
User010,Session00040,Purchase,2025-02-05 18:03:26,Prod105,Toys,29.99,Nagoya,Tablet
User005,Session00091,Checkout,2025-02-05 15:35:54,Prod104,Home & Kitchen,89.99,Sendai,Tablet
User007,Session00009,Add to Cart,2025-02-05 11:23:46,Prod104,Home & Kitchen,89.99,Fukuoka,Tablet
User002,Session00051,Logout,2025-02-05 23:21:10,,,,Osaka,Mobile
User011,Session00057,Purchase,2025-02-05 21:39:26,Prod101,Electronics,199.99,Sendai,Mobile
User017,Session00053,Checkout,2025-02-05 21:12:56,Prod105,Toys,29.99,Fukuoka,Mobile
User001,Session00009,Add to Cart,2025-02-05 18:00:07,Prod105,Toys,29.99,Nagoya,Desktop
User016,Session00021,Search,2025-02-05 09:41:30,,,,Fukuoka,Desktop
User011,Session00086,Checkout,2025-02-05 04:08:25,Prod103,Books,15.99,Fukuoka,Tablet
User020,Session00093,Checkout,2025-02-05 10:40:55,Prod102,Clothing,49.99,Hiroshima,Desktop
User014,Session00019,Logout,2025-02-05 13:22:51,,,,Hiroshima,Mobile
User003,Session00036,Checkout,2025-02-05 23:19:35,Prod104,Home & Kitchen,89.99,Osaka,Desktop
User017,Session00051,Add to Cart,2025-02-05 19:16:56,Prod103,Books,15.99,Kyoto,Desktop
User009,Session00100,Purchase,2025-02-05 22:51:00,Prod106,Sports,59.99,Hiroshima,Mobile
User019,Session00018,Purchase,2025-02-05 23:14:18,Prod102,Clothing,49.99,Fukuoka,Mobile
User004,Session00099,Logout,2025-02-05 09:05:38,,,,Sapporo,Mobile
User001,Session00054,Page View,2025-02-05 05:57:24,Prod101,Electronics,199.99,Hiroshima,Mobile
User015,Session00011,Checkout,2025-02-05 11:57:24,Prod103,Books,15.99,Sendai,Tablet
User012,Session00100,Checkout,2025-02-05 00:04:25,Prod104,Home & Kitchen,89.99,Osaka,Mobile
User014,Session00009,Add to Cart,2025-02-05 13:24:11,Prod106,Sports,59.99,Tokyo,Desktop
User019,Session00027,Page View,2025-02-05 15:32:42,Prod105,Toys,29.99,Kyoto,Tablet
User002,Session00009,Page View,2025-02-05 16:12:45,Prod104,Home & Kitchen,89.99,Kyoto,Tablet
User002,Session00059,Add to Cart,2025-02-05 16:07:25,Prod105,Toys,29.99,Hiroshima,Tablet
User009,Session00059,Logout,2025-02-05 23:14:12,,,,Osaka,Tablet
User007,Session00004,Search,2025-02-05 06:40:19,,,,Kyoto,Tablet
User009,Session00002,Search,2025-02-05 05:48:18,,,,Nagoya,Desktop
User002,Session00038,Page View,2025-02-05 13:15:02,Prod103,Books,15.99,Osaka,Tablet
User005,Session00047,Add to Cart,2025-02-05 10:53:58,Prod104,Home & Kitchen,89.99,Sapporo,Desktop
User010,Session00022,Logout,2025-02-05 06:47:10,,,,Fukuoka,Desktop
User018,Session00011,Page View,2025-02-05 21:10:12,Prod104,Home & Kitchen,89.99,Tokyo,Desktop
User008,Session00033,Purchase,2025-02-05 00:09:51,Prod105,Toys,29.99,Nagoya,Desktop
User014,Session00087,Search,2025-02-05 16:31:23,,,,Osaka,Desktop
User007,Session00053,Purchase,2025-02-05 06:20:45,Prod105,Toys,29.99,Tokyo,Tablet
User009,Session00096,Page View,2025-02-05 04:00:02,Prod102,Clothing,49.99,Nagoya,Tablet
User018,Session00082,Logout,2025-02-05 16:19:13,,,,Hiroshima,Tablet
User013,Session00052,Add to Cart,2025-02-05 05:09:32,Prod101,Electronics,199.99,Tokyo,Tablet
User016,Session00095,Checkout,2025-02-05 12:27:16,Prod102,Clothing,49.99,Hiroshima,Mobile
User013,Session00003,Page View,2025-02-05 21:06:25,Prod103,Books,15.99,Fukuoka,Mobile
User003,Session00095,Add to Cart,2025-02-05 22:01:00,Prod104,Home & Kitchen,89.99,Tokyo,Mobile
User015,Session00025,Checkout,2025-02-05 16:25:28,Prod105,Toys,29.99,Sendai,Mobile
User016,Session00068,Page View,2025-02-05 18:03:47,Prod104,Home & Kitchen,89.99,Osaka,Mobile
User002,Session00027,Add to Cart,2025-02-05 08:10:49,Prod101,Electronics,199.99,Tokyo,Tablet
User020,Session00080,Logout,2025-02-05 15:34:52,,,,Osaka,Mobile
User016,Session00012,Add to Cart,2025-02-05 21:29:02,Prod102,Clothing,49.99,Fukuoka,Tablet
User011,Session00034,Search,2025-02-05 22:52:21,,,,Nagoya,Desktop
User020,Session00005,Logout,2025-02-05 19:38:38,,,,Osaka,Desktop
User009,Session00004,Logout,2025-02-05 23:27:04,,,,Nagoya,Mobile
