UserID,SessionID,ActivityType,Timestamp,ProductID,Category,Price,Location,Device
User013,Session00095,Page View,2025-02-04 16:47:45,Prod103,Books,15.99,Kyoto,Tablet
User009,Session00054,Checkout,2025-02-04 08:36:19,Prod105,Toys,29.99,Hiroshima,Desktop
User003,Session00001,Logout,2025-02-04 23:18:40,,,,Kyoto,Mobile
User007,Session00099,Logout,2025-02-04 05:23:59,,,,Sapporo,Tablet
User005,Session00025,Add to Cart,2025-02-04 02:34:11,Prod102,Clothing,49.99,Osaka,Desktop
User019,Session00061,Logout,2025-02-04 05:06:26,,,,Osaka,Tablet
User018,Session00071,Checkout,2025-02-04 14:07:49,Prod106,Sports,59.99,Hiroshima,Tablet
User020,Session00075,Page View,2025-02-04 21:12:40,Prod102,Clothing,49.99,Sendai,Mobile
User007,Session00009,Checkout,2025-02-04 21:29:54,Prod101,Electronics,199.99,Fukuoka,Mobile
User016,Session00070,Search,2025-02-04 04:09:37,,,,Kyoto,Desktop
User006,Session00097,Purchase,2025-02-04 07:32:15,Prod105,Toys,29.99,Kyoto,Desktop
User002,Session00001,Add to Cart,2025-02-04 19:54:07,Prod101,Electronics,199.99,Kyoto,Mobile
User003,Session00014,Purchase,2025-02-04 08:48:11,Prod104,Home & Kitchen,89.99,Nagoya,Tablet
User005,Session00038,Purchase,2025-02-04 17:47:49,Prod104,Home & Kitchen,89.99,Hiroshima,Tablet
User012,Session00083,Add to Cart,2025-02-04 06:00:09,Prod106,Sports,59.99,Sendai,Mobile
User001,Session00079,Logout,2025-02-04 03:54:22,,,,Nagoya,Mobile
User019,Session00069,Checkout,2025-02-04 00:11:08,Prod103,Books,15.99,Hiroshima,Desktop
User002,Session00098,Search,2025-02-04 01:58:28,,,,Sapporo,Desktop
User020,Session00008,Search,2025-02-04 00:29:56,,,,Nagoya,Tablet
User010,Session00041,Checkout,2025-02-04 05:23:23,Prod106,Sports,59.99,Osaka,Tablet
User018,Session00084,Page View,2025-02-04 13:47:04,Prod101,Electronics,199.99,Kyoto,Mobile
User001,Session00055,Page View,2025-02-04 12:27:15,Prod106,Sports,59.99,Fukuoka,Tablet
User006,Session00035,Logout,2025-02-04 23:42:20,,,,Tokyo,Desktop
User013,Session00099,Logout,2025-02-04 19:48:53,,,,Tokyo,Desktop
User006,Session00091,Search,2025-02-04 08:49:36,,,,Nagoya,Mobile
User017,Session00007,Search,2025-02-04 03:13:25,,,,Tokyo,Desktop
User015,Session00039,Add to Cart,2025-02-04 14:26:30,Prod101,Electronics,199.99,Hiroshima,Mobile
User003,Session00029,Checkout,2025-02-04 04:37:44,Prod102,Clothing,49.99,Fukuoka,Tablet
User010,Session00033,Page View,2025-02-04 01:31:51,Prod105,Toys,29.99,Sapporo,Tablet
User006,Session00072,Page View,2025-02-04 04:09:08,Prod102,Clothing,49.99,Osaka,Desktop
User019,Session00099,Page View,2025-02-04 15:12:08,Prod101,Electronics,199.99,Tokyo,Mobile
User011,Session00042,Checkout,2025-02-04 18:37:09,Prod106,Sports,59.99,Tokyo,Desktop
User018,Session00073,Purchase,2025-02-04 19:47:42,Prod106,Sports,59.99,Sapporo,Mobile
User006,Session00047,Page View,2025-02-04 23:23:14,Prod104,Home & Kitchen,89.99,Kyoto,Tablet
User001,Session00059,Purchase,2025-02-04 03:35:09,Prod105,Toys,29.99,Fukuoka,Desktop
User017,Session00041,Purchase,2025-02-04 00:37:35,Prod105,Toys,29.99,Kyoto,Tablet
User006,Session00072,Purchase,2025-02-04 17:37:26,Prod102,Clothing,49.99,Sapporo,Mobile
User002,Session00031,Page View,2025-02-04 13:42:51,Prod104,Home & Kitchen,89.99,Kyoto,Desktop
User018,Session00061,Search,2025-02-04 14:49:05,,,,Sendai,Mobile
User005,Session00024,Purchase,2025-02-04 06:31:32,Prod105,Toys,29.99,Kyoto,Desktop
User018,Session00042,Checkout,2025-02-04 21:15:45,Prod103,Books,15.99,Hiroshima,Tablet
User003,Session00067,Add to Cart,2025-02-04 02:49:18,Prod105,Toys,29.99,Hiroshima,Desktop
User017,Session00042,Add to Cart,2025-02-04 12:00:01,Prod101,Electronics,199.99,Fukuoka,Mobile
User015,Session00078,Purchase,2025-02-04 10:00:26,Prod101,Electronics,199.99,Tokyo,Desktop
User003,Session00042,Purchase,2025-02-04 14:24:39,Prod101,Electronics,199.99,Osaka,Desktop
User015,Session00049,Search,2025-02-04 11:40:19,,,,Sendai,Mobile
User002,Session00041,Page View,2025-02-04 06:16:11,Prod103,Books,15.99,Kyoto,Tablet
User001,Session00074,Page View,2025-02-04 22:11:23,Prod105,Toys,29.99,Osaka,Tablet
User002,Session00041,Checkout,2025-02-04 07:32:21,Prod104,Home & Kitchen,89.99,Kyoto,Tablet
User016,Session00031,Page View,2025-02-04 14:58:30,Prod106,Sports,59.99,Nagoya,Mobile
User020,Session00042,Search,2025-02-04 01:10:02,,,,Kyoto,Mobile
User004,Session00004,Purchase,2025-02-04 05:08:58,Prod101,Electronics,199.99,Hiroshima,Mobile
User018,Session00047,Purchase,2025-02-04 00:10:28,Prod104,Home & Kitchen,89.99,Osaka,Desktop
User003,Session00086,Logout,2025-02-04 09:40:15,,,,Hiroshima,Desktop
User012,Session00077,Logout,2025-02-04 05:17:50,,,,Kyoto,Tablet
User020,Session00039,Page View,2025-02-04 14:48:56,Prod103,Books,15.99,Hiroshima,Tablet
User017,Session00055,Add to Cart,2025-02-04 15:21:37,Prod106,Sports,59.99,Kyoto,Tablet
User009,Session00053,Checkout,2025-02-04 15:44:25,Prod102,Clothing,49.99,Kyoto,Tablet
User014,Session00039,Search,2025-02-04 00:18:57,,,,Nagoya,Tablet
User020,Session00001,Logout,2025-02-04 03:56:30,,,,Kyoto,Mobile
User015,Session00076,Page View,2025-02-04 07:48:53,Prod102,Clothing,49.99,Sendai,Desktop
User004,Session00073,Add to Cart,2025-02-04 11:53:28,Prod101,Electronics,199.99,Sapporo,Tablet
User020,Session00082,Purchase,2025-02-04 13:47:32,Prod103,Books,15.99,Osaka,Mobile
User012,Session00099,Search,2025-02-04 18:20:11,,,,Osaka,Tablet
User008,Session00035,Purchase,2025-02-04 17:15:06,Prod102,Clothing,49.99,Kyoto,Desktop
User010,Session00065,Checkout,2025-02-04 08:24:10,Prod102,Clothing,49.99,Kyoto,Desktop
User007,Session00075,Logout,2025-02-04 02:20:24,,,,Hiroshima,Mobile
User013,Session00040,Checkout,2025-02-04 02:54:09,Prod106,Sports,59.99,Hiroshima,Mobile
User003,Session00097,Add to Cart,2025-02-04 04:51:27,Prod103,Books,15.99,Nagoya,Mobile
User018,Session00004,Purchase,2025-02-04 05:50:59,Prod106,Sports,59.99,Osaka,Desktop
User008,Session00030,Page View,2025-02-04 06:57:23,Prod103,Books,15.99,Kyoto,Desktop
User013,Session00004,Page View,2025-02-04 11:31:42,Prod106,Sports,59.99,Kyoto,Tablet
User004,Session00078,Add to Cart,2025-02-04 18:54:09,Prod101,Electronics,199.99,Tokyo,Desktop
User020,Session00030,Page View,2025-02-04 16:19:44,Prod101,Electronics,199.99,Sendai,Mobile
User011,Session00052,Page View,2025-02-04 06:28:29,Prod106,Sports,59.99,Fukuoka,Tablet
User007,Session00035,Search,2025-02-04 08:09:17,,,,Tokyo,Mobile
User006,Session00079,Logout,2025-02-04 18:02:00,,,,Osaka,Mobile
User017,Session00004,Search,2025-02-04 19:10:50,,,,Kyoto,Tablet
User005,Session00084,Logout,2025-02-04 05:38:38,,,,Sendai,Tablet
User011,Session00029,Purchase,2025-02-04 15:25:08,Prod104,Home & Kitchen,89.99,Fukuoka,Desktop
User012,Session00097,Add to Cart,2025-02-04 22:56:33,Prod105,Toys,29.99,Osaka,Mobile
User010,Session00087,Page View,2025-02-04 20:55:24,Prod106,Sports,59.99,Hiroshima,Desktop
User004,Session00100,Add to Cart,2025-02-04 05:53:02,Prod101,Electronics,199.99,Hiroshima,Tablet
User007,Session00068,Purchase,2025-02-04 04:52:46,Prod102,Clothing,49.99,Sendai,Mobile
User017,Session00008,Logout,2025-02-04 01:05:42,,,,Kyoto,Desktop
User002,Session00061,Logout,2025-02-04 05:16:44,,,,Osaka,Tablet
User008,Session00086,Page View,2025-02-04 09:56:46,Prod103,Books,15.99,Osaka,Desktop
User001,Session00040,Add to Cart,2025-02-04 08:27:42,Prod106,Sports,59.99,Osaka,Mobile
User006,Session00080,Logout,2025-02-04 13:27:51,,,,Nagoya,Mobile
User018,Session00043,Search,2025-02-04 17:38:53,,,,Sapporo,Mobile
User001,Session00044,Search,2025-02-04 22:48:48,,,,Nagoya,Mobile
User006,Session00086,Search,2025-02-04 22:08:08,,,,Sapporo,Tablet
User008,Session00006,Page View,2025-02-04 22:20:19,Prod104,Home & Kitchen,89.99,Fukuoka,Tablet
User017,Session00007,Purchase,2025-02-04 08:15:26,Prod101,Electronics,199.99,Nagoya,Tablet
User013,Session00035,Logout,2025-02-04 05:02:15,,,,Fukuoka,Tablet
User018,Session00091,Add to Cart,2025-02-04 11:06:43,Prod106,Sports,59.99,Hiroshima,Desktop
User006,Session00089,Page View,2025-02-04 13:58:15,Prod103,Books,15.99,Hiroshima,Desktop
User005,Session00047,Search,2025-02-04 15:38:56,,,,Hiroshima,Desktop
User001,Session00099,Add to Cart,2025-02-04 07:44:52,Prod103,Books,15.99,Nagoya,Mobile
User006,Session00079,Checkout,2025-02-04 11:13:20,Prod106,Sports,59.99,Sapporo,Mobile
User014,Session00090,Page View,2025-02-04 00:24:09,Prod106,Sports,59.99,Nagoya,Desktop
User019,Session00016,Purchase,2025-02-04 14:54:35,Prod103,Books,15.99,Tokyo,Desktop
User006,Session00097,Purchase,2025-02-04 10:50:10,Prod102,Clothing,49.99,Nagoya,Desktop
User014,Session00019,Logout,2025-02-04 00:48:32,,,,Fukuoka,Tablet
User012,Session00044,Logout,2025-02-04 15:45:50,,,,Nagoya,Desktop
User012,Session00007,Add to Cart,2025-02-04 09:21:03,Prod104,Home & Kitchen,89.99,Sendai,Desktop
User001,Session00039,Purchase,2025-02-04 10:30:42,Prod103,Books,15.99,Kyoto,Tablet
User015,Session00001,Checkout,2025-02-04 17:44:09,Prod103,Books,15.99,Kyoto,Mobile
User004,Session00088,Checkout,2025-02-04 17:21:26,Prod104,Home & Kitchen,89.99,Kyoto,Desktop
User005,Session00081,Search,2025-02-04 01:43:25,,,,Kyoto,Desktop
User001,Session00006,Add to Cart,2025-02-04 17:12:51,Prod101,Electronics,199.99,Fukuoka,Tablet
User013,Session00094,Search,2025-02-04 12:32:05,,,,Kyoto,Tablet
User012,Session00050,Add to Cart,2025-02-04 18:44:08,Prod105,Toys,29.99,Kyoto,Desktop
User015,Session00033,Page View,2025-02-04 22:14:14,Prod103,Books,15.99,Osaka,Desktop
User006,Session00009,Page View,2025-02-04 13:37:54,Prod104,Home & Kitchen,89.99,Kyoto,Desktop
User016,Session00079,Logout,2025-02-04 01:11:10,,,,Tokyo,Mobile
User018,Session00014,Add to Cart,2025-02-04 04:18:56,Prod105,Toys,29.99,Sapporo,Desktop
User008,Session00089,Page View,2025-02-04 21:24:47,Prod101,Electronics,199.99,Sapporo,Tablet
User020,Session00049,Checkout,2025-02-04 13:01:29,Prod101,Electronics,199.99,Hiroshima,Tablet
User004,Session00090,Purchase,2025-02-04 21:04:52,Prod101,Electronics,199.99,Sapporo,Mobile
User014,Session00053,Purchase,2025-02-04 21:56:07,Prod104,Home & Kitchen,89.99,Tokyo,Mobile
User018,Session00041,Search,2025-02-04 03:38:57,,,,Hiroshima,Tablet
User009,Session00091,Add to Cart,2025-02-04 22:28:17,Prod102,Clothing,49.99,Kyoto,Desktop
User019,Session00053,Add to Cart,2025-02-04 16:24:09,Prod102,Clothing,49.99,Tokyo,Mobile
User003,Session00059,Checkout,2025-02-04 22:40:35,Prod103,Books,15.99,Kyoto,Tablet
User003,Session00022,Checkout,2025-02-04 16:08:19,Prod104,Home & Kitchen,89.99,Sendai,Mobile
User006,Session00010,Search,2025-02-04 08:26:06,,,,Nagoya,Desktop
User010,Session00009,Search,2025-02-04 15:20:14,,,,Osaka,Mobile
User020,Session00061,Checkout,2025-02-04 12:10:59,Prod103,Books,15.99,Nagoya,Desktop
User008,Session00096,Add to Cart,2025-02-04 08:56:44,Prod105,Toys,29.99,Hiroshima,Tablet
User019,Session00088,Logout,2025-02-04 10:06:46,,,,Nagoya,Desktop
User010,Session00017,Logout,2025-02-04 20:59:44,,,,Fukuoka,Tablet
User020,Session00083,Add to Cart,2025-02-04 01:07:54,Prod105,Toys,29.99,Sapporo,Desktop
